Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Recommended_Crop,Chemical/Component,Threshold,Disease,Affected Crops
26,10,33,28.27298134,96.93649473,6.07071786,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
27,8,32,27.00648436,96.46168931,5.627860549,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
37,18,30,27.63551259,99.34854917,6.38488418,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
19,15,34,26.29644905,99.65809151,5.685889066,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
0,19,33,27.1326009,95.23797989,6.234458417,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
31,20,26,25.56567803,97.61361544,6.443168642,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
9,17,32,25.94951662,93.40548703,5.842317989,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
22,11,29,28.03380598,95.01630593,5.955742971,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
31,6,26,29.12859129,91.30924833,5.741367375,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
34,6,30,27.0828252,97.00155491,5.948342571,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
24,6,32,28.11321494,90.01734526,6.387067562,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
1,8,26,27.5136304,94.18955816,5.562911913,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
31,13,33,27.63834933,95.48763389,5.85971872,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
10,9,28,29.01256899,94.01014388,6.282955073,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
36,27,26,26.58413917,95.78923137,6.25449571,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
38,24,33,28.28905147,97.00396405,5.973853124,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
11,6,25,28.69164799,96.65248672,6.081568052,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
16,14,30,29.70931288,96.30484325,6.37466756,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
33,14,35,27.14865285,96.66355213,6.027707171,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
16,6,29,29.28725038,91.95614918,5.868285082,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
32,11,31,25.06871967,93.31410447,6.205931638,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
38,14,30,26.92449525,91.20106019,5.570745386,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
8,6,33,28.27804288,93.64761266,6.095261013,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
23,6,33,29.18032562,92.73041222,6.025789594,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
29,25,35,28.3575072,91.64509299,5.542873799,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
24,14,33,29.38072512,93.27565685,6.366219551,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
32,12,30,25.39241091,98.08951196,5.579845008,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
30,25,31,26.31270635,98.62048026,5.804965067,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
14,21,35,29.52501367,91.91185319,6.121005506,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
27,22,29,28.83214859,92.17170353,6.000248647,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
40,5,29,28.48444906,97.76865458,5.820978791,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
17,11,32,28.74013335,93.39676499,5.620733794,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
30,30,35,25.00872392,95.59224018,6.001936419,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
28,10,30,29.8690834,91.14723422,6.305740522,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
39,7,29,27.54273211,94.59086121,6.362544111,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
32,20,35,26.52166434,98.38227669,5.588655387,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
7,15,32,25.03512351,95.89739958,6.182232762,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
29,17,29,29.20394909,95.66997327,5.959493188,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
34,15,34,27.05826457,91.10510371,5.677282678,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
14,23,25,26.18552389,96.96637916,5.612122797,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
18,19,29,27.59376845,92.48519606,6.206077742,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
7,21,35,25.76011662,94.65830608,5.764812076,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
24,27,34,28.87862994,95.11320315,6.203376525,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
39,29,29,26.50908611,94.48414544,6.143662699,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
29,8,28,26.87037587,91.72546257,6.100429497,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
10,24,27,27.57283516,94.90485697,5.708409601,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
0,29,32,28.05912437,98.3670985,5.868255858,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
32,11,31,29.51611558,92.56492864,6.461225827,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
37,10,32,28.96318258,95.16333673,6.165084855,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
20,29,27,25.09897688,92.36099489,6.047044342,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
31,29,35,27.1872282,92.19906776,6.137102505,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
17,30,27,29.03065024,90.79093862,5.894027065,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
1,12,30,27.754298,95.94643831,5.56222383,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
6,13,29,27.31155708,99.96906006,5.832608028,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
15,28,32,28.84270971,99.64328526,6.218571874,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
27,24,29,26.61423461,96.97300803,6.142010637,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
3,23,30,29.70143197,95.65754365,6.078807239,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
8,26,26,25.54759871,91.64194826,5.702484758,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
20,28,26,26.37978453,91.49882979,5.547594847,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
26,18,27,27.45907759,92.90736493,5.836075368,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
1,6,35,27.02269204,95.71935435,6.231662767,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
27,30,31,28.98545306,90.73966792,5.718120393,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
23,7,34,26.1055118,91.52421214,5.852038202,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
0,26,31,25.0707247,95.02156793,5.547933273,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
38,6,25,25.54963273,96.92786777,6.156259104,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
25,12,26,28.56973521,95.67906668,6.436314406,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
40,5,32,26.07010807,96.7036223,5.981169595,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
0,19,31,25.51791333,94.38420565,6.271952833,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
26,9,32,25.9490364,94.73860514,6.470465614,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
35,30,34,28.2974764,95.41122824,6.141502001,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
19,30,30,29.56549169,91.40896307,5.826381164,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
31,13,33,29.69952329,95.21224392,6.342463714,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
17,29,26,26.14162144,93.28415295,6.071897347,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
2,30,30,26.00175125,94.79998418,6.331051715,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
30,13,25,27.15116142,91.48889469,6.413184638,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
8,15,33,28.97318719,98.09861043,5.50158009,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
18,12,35,26.13958446,96.38580769,6.338720873,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
8,28,30,25.51618488,94.33465411,6.015672239,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
40,22,29,27.55821802,99.98187601,5.735364307,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
27,10,33,27.81132822,97.48410555,6.465906333,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
21,20,31,25.60033702,99.7240104,5.855457599,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
3,9,35,26.91641934,99.84671638,6.318552973,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
22,16,27,29.1797902,90.27214288,6.006784979,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
27,8,30,26.44600063,98.29937782,6.008386283,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
22,8,33,28.43572863,95.8840407,5.665785202,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
28,27,32,28.94099669,93.00109012,5.764615485,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
23,21,26,26.45488737,93.45042636,5.901495544,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
37,5,34,25.79490531,93.84150618,5.779032666,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
19,26,29,26.93141945,98.80313612,5.67154928,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
133,47,24,24.40228894,79.19732001,7.231324765,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
136,36,20,23.09595631,84.86275707,6.925412377,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
104,47,18,23.9656349,76.97696717,7.633437412,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
133,47,23,24.88738107,75.62137159,6.827354668,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
126,38,23,25.36243778,83.63276077,6.176716425,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
126,50,19,24.69457084,81.7358876,6.628722836,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
113,41,20,25.0017188,80.53965818,7.256877571,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
121,45,22,22.45942937,81.30681027,6.443785385,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
121,47,16,23.60564038,79.29573149,7.723240151,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
129,60,22,24.58453146,79.12404171,5.947448589,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
107,45,25,23.0865933,83.55546146,7.227745516,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
122,59,18,23.5000992,83.63488952,6.219469084,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
140,38,15,24.1472953,75.88298598,6.021439523,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
102,49,21,24.69315538,84.84422454,6.253343655,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
111,40,25,24.484692,84.44932014,6.187455799,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
131,35,18,24.49112609,82.24415809,7.057693366,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
135,43,16,23.47986888,81.73049149,6.720449769,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
100,46,18,24.18586246,76.04203958,6.431689506,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
123,39,24,25.00755095,78.17952126,7.453106264,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
117,56,15,25.99237426,77.0543546,7.368258226,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
121,36,24,23.66457347,81.69105088,7.352401887,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
101,58,18,25.66891439,81.38103349,6.652143699,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
107,42,24,22.04612876,84.62978302,6.144631795,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
100,41,22,22.4204752,84.55794703,7.318802162,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
125,39,21,25.03149561,82.21276599,7.954629324,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
105,60,23,23.53371386,77.21705554,6.207652157,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
102,46,19,22.77076388,82.5993307,6.631005298,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
131,49,22,25.49848236,79.9751579,7.306918817,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
139,35,15,25.248679,83.4630147,5.898293044,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
108,36,19,22.78249615,77.51235009,7.238566893,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
118,45,23,23.37044424,77.43198948,7.977651226,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
107,51,22,24.86560781,78.22080815,5.983075895,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
125,60,17,24.14386157,84.51591287,6.785723961,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
113,37,20,25.03300222,79.04368718,7.393441155,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
131,52,16,23.65724079,84.47601498,6.486068274,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
115,48,16,25.54359718,84.09229796,7.175934962,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
113,38,25,22.00085141,79.47270984,7.388265888,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
111,41,18,23.64328417,78.1258666,6.10539819,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
111,53,19,23.96436009,78.02763149,6.419536555,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
122,48,16,24.65425757,75.6350708,6.307585854,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
108,46,17,24.3017998,84.87668973,6.93221485,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
132,41,22,24.29144926,81.02453404,7.810865753,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
103,42,17,24.29470232,84.61527627,6.527541661,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
133,50,25,25.72180042,81.19666206,7.569454601,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
127,37,18,24.87663664,76.30050373,7.041065585,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
110,39,25,22.60612115,77.34264002,7.208795456,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
131,38,19,23.86814008,75.68339729,6.814341946,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
108,38,24,23.41022496,76.43836957,7.442217061,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
122,40,17,24.96440768,81.31677618,6.854558957,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
111,50,15,25.16820129,80.30351815,7.884550475,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
140,40,17,22.72767171,77.07598065,6.006085786,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
100,40,20,22.45145981,76.25674874,7.432043735,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
123,50,16,23.04920461,75.53835214,6.498052108,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
107,36,21,25.29250148,75.66653335,6.205263534,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
118,50,19,22.95604064,82.33733678,6.360812227,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
103,51,20,22.80213132,84.14668447,7.046607434,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
133,57,19,23.54234715,75.98203329,7.947011366,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
129,47,20,24.41212325,80.80343786,6.281913858,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
116,52,19,22.94276687,75.37170612,6.114525877,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
114,40,23,25.53676123,81.13668716,6.753978061,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
131,60,17,25.32023717,81.79475917,7.425041316,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
107,43,18,22.426733,81.53480799,6.745104394,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
123,44,21,25.78544484,75.00539324,7.641116569,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
112,49,25,25.68959532,77.90621048,6.470135478,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
119,44,15,22.14593688,82.8597549,7.091992365,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
130,59,19,25.07278712,82.50257909,6.520403794,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
127,53,24,22.21506982,76.17851932,6.127939628,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
134,52,18,23.9643129,76.59175937,7.994679507,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
109,36,18,25.40059227,76.53237965,7.524707577,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
100,48,17,23.7805123,83.03878838,7.827877818,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
132,52,19,24.16402322,76.7433897,6.436691764,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
102,37,25,25.31468463,77.91757121,5.907930899,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
111,39,22,22.60361557,80.3509046,6.135025006,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
117,51,15,22.9535715,78.71555832,6.044556594,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
136,36,24,22.74446976,80.41198458,7.59781958,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
134,56,18,23.80834611,83.91902605,6.691268104,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
112,54,15,25.46228792,81.56641891,6.175492306,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
105,56,15,25.96779712,81.97904282,7.272316209,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
140,45,15,25.5308271,80.04662756,5.801047545,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
126,46,25,24.43847399,81.69801729,6.757457943,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
106,49,24,23.03887865,76.47039772,6.983395573,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
121,53,19,23.51308653,76.72621429,7.976889498,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
108,60,17,22.75805656,76.75768356,6.558902588,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
116,56,17,24.71252544,77.7293114,7.979090365,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
100,52,19,23.45969093,82.44777468,7.903528673,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
129,43,16,25.5503704,77.85055621,6.73210948,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
118,44,23,22.08458267,82.82904143,6.691690476,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
117,43,25,24.68854799,78.51206972,7.839849298,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
126,37,21,25.84997269,84.16855231,6.61448588,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
120,48,16,22.46054478,75.40989245,7.456971816,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
102,45,16,23.65629976,77.52425987,7.2942193,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
131,56,20,22.00817088,81.83896111,7.762647875,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
114,40,17,24.32630461,80.13456404,6.363406102,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
101,37,18,22.92360984,82.68738535,7.63737841,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
106,46,20,23.43821725,78.63388824,6.200671976,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
113,38,20,22.10718988,78.58320116,6.364729934,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
102,53,21,23.03814028,76.11021529,6.913678684,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
110,39,18,24.54795322,75.39752705,7.766259769,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
107,58,15,23.73868041,75.77503808,7.55606399,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
120,60,15,22.31871914,83.86129998,7.288377241,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
89,47,38,25.52468965,72.24850829,6.002524871,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
60,37,39,26.59104992,82.94164078,6.033485257,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
63,41,45,25.29781791,86.8870535,7.121933579,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
86,40,39,25.72100868,88.16513579,6.207459637,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
96,41,40,23.58419277,72.00460848,6.090060478,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
100,35,36,25.31042337,72.01364411,6.346715209,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
63,37,43,23.41798979,85.08640476,6.661957897,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
70,43,40,24.35564134,88.80391021,6.176860192,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
67,55,44,26.284017,75.14640198,7.251847296,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
